CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS,leitos
6236596,3549806236596,35,354980,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL ESTADUAL JOAO PAULO II SAO JOSE DO RIO PRETO,,,E,,,E ,ESTADUAL,4,5,15061060,AV LINO JOSE DE SEIXAS,1455,JARDIM FUSCALDO,17 32021717,-20.806832,-49.359782,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500016783.0,ameriopreto@alsf.org.br,1023,1.0,0.0,0.0,1.0,1,1,,SIM,87
6283993,3550306283993,35,355030,,HOSPITAL LEFORTE S A,HOSPITAL LEFORTE,,,M,,,M ,MUNICIPAL,4,5,5615190,RUA TRES IRMAOS,121,CAXINGUI,1137234700,-23.5853163,-46.7182173,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",19803199000114.0,albery@leforte.com.br,2054,1.0,0.0,0.0,1.0,1,1,,NAO,105
6357245,3548806357245,35,354880,,BSA SAUDE S A,HOSPITAL SAO CAETANO,,,M,,,M ,MUNICIPAL,4,5,9530905,RUA ESPIRITO SANTO,277,SANTO ANTONIO,28897047,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10901848000145.0,,2000,1.0,0.0,0.0,1.0,1,1,4.0,NAO,0
6370888,3537306370888,35,353730,,UNIMED DE PENAPOLIS COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED DE PENAPOLIS,,,M,,,M ,MUNICIPAL,4,5,16300000,AV LEANDRO RATISBONA DE MEDEIROS,880,VILLAGE,18-3654-2155,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",12698000327.0,secretaria@unimedpenapolis.com.br,2143,1.0,0.0,0.0,1.0,1,1,4.0,NAO,0
6421822,3512306421822,35,351230,,INSTITUTO EDUCACIONAL ASSISTENCIAL E SOCIAL DE ITAPETININGA,HOSPITAL DE CONCHAS,,,M,,,M ,MUNICIPAL,4,5,18570000,RUA ALEXANDRE JOSE,87,CENTRO,(14)38451916,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50790286000396.0,cis@lonline.com.br,3000,1.0,1.0,1.0,1.0,1,1,4.0,SIM,0
6426247,3508506426247,35,350850,,UNIMED DE CACAPAVA COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED VALE NOVO PAULISTA,,,M,,,M ,MUNICIPAL,4,5,12285810,RODOVIA JOAO DO AMARAL GURGEL,1225,SAPE II,12-32218800,-23.12248224,-45.71260929,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",48721401000590.0,secretariahospital@unimedvalenovopaulista.com.br,2143,1.0,0.0,1.0,1.0,1,1,,NAO,20
6430120,3550306430120,35,355030,,REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA,BP MIRANTE,,,M,,,M ,MUNICIPAL,4,5,1321001,RUA MARTINIANO DE CARVALHO,965,BELA VISTA,,-23.5674649,-46.6428538,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",61599908001553.0,andreia.cevada@bpsp.org.br,3999,1.0,0.0,0.0,1.0,1,1,,NAO,123
6451098,3503906451098,35,350390,56901275000150.0,PREFEITURA MUNICIPAL DE ARUJA,HOSPITAL DALILA FERREIRA BARBOSA,,,M,,,M ,MUNICIPAL,4,5,7402015,RUA MARIA DE LOURDES MAXIMO,75,JARDIM RENATA,46523000,-23.39234964,-46.31435484,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,saude.ni@aruja.sp.gov.br,1244,0.0,1.0,1.0,1.0,1,1,,SIM,14
6452302,3541906452302,35,354190,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE QUELUZ,SANTA CASA DE QUELUZ,,,M,,,M ,MUNICIPAL,4,5,12800000,LADEIRA NOSSA SENHORA DE FATIMA,65,CENTRO,1231472212,-22.53852199,-44.77299929,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50439553000113.0,santacasaqueluz@yahoo.com.br,3999,1.0,1.0,1.0,1.0,1,1,4.0,SIM,0
6471331,3538706471331,35,353870,,HOSPITAL SAINT HELEN LTDA,HOSPITAL SAINT HELEN PIRACICABA,,,M,,,M ,MUNICIPAL,4,5,13419130,MANUEL FERRAZ DE ARRUDA CAMPOS,15,ALTO,19 33022400,-22.72244109,-47.63510322,3,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11432527000101.0,LEGALIZACAO@NOVAERACONTABILIDADE.COM.BR,2062,1.0,0.0,0.0,1.0,1,0,,NAO,2
6492398,3549906492398,35,354990,,UNIMED SAO JOSE DOS CAMPOS DE TRABALHO MEDICO,HOSPITAL SANTOS DUMONT,,,M,,,M ,MUNICIPAL,4,5,12245481,AVENIDA TIVOLI,336,VILA BETHANIA,12 38781500,-23.20765845,-45.89067151,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60214517001691.0,diretoria.sdh@santosdumonthospital.com.br,2143,1.0,0.0,0.0,1.0,1,1,,NAO,99
6522750,3538006522750,35,353800,51612828000131.0,HOSPITAL MATERNIDADE FREI GALVAO,HOSPITAL MATERNIDADE FREI GALVAO PINDAMONHANGABA,,,M,,,M ,MUNICIPAL,4,5,12421090,RUA ARISTIDES JOAQUIM DE OLIVEIRA,115,SOCORRO,12 - 3644 4800,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51612828000212.0,,3000,1.0,1.0,0.0,1.0,1,1,4.0,NAO,0
6569757,3550306569757,35,355030,,SOCIEDADE BENEF ISRAELITA BRAS HOSPITAL ALBERT EINSITEN,UNIDADE AVANCADA EINSTEIN PERDIZES,,,M,,,M ,MUNICIPAL,4,5,5017020,RUA APIACAS,85,PERDIZES,11 2151-6224,-23.53322,-46.67554,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",60765823001292.0,www.einstein.br,3999,1.0,0.0,0.0,1.0,1,1,,NAO,9
6603378,3535806603378,35,353580,46634309000134.0,PREFEITURA MUNICIPAL DA ESTANCIA TURISTICA DE PARANAPAQNAEMA,HOSPITAL MUNICIPAL LEONARDUS VAN MELLIS,,,M,,,M ,MUNICIPAL,4,5,18720015,RUA URIAS DOMINGUES LEITE,S/N,CENTRO,14 37139131,-23.3858948,-48.725046,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,HOSPITAL@PARANAPANEMA.SP.GOV.BR,1244,1.0,1.0,1.0,1.0,1,1,,SIM,17
6625649,3518806625649,35,351880,,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MEDICO,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MEDICO,,,M,,,M ,MUNICIPAL,4,5,7111120,RUA TABAJARA,566,VILA SAO JORGE,1124642000,-23.4632852,-46.5210808,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",74466137000687.0,,2143,1.0,1.0,1.0,1.0,1,1,,NAO,93
6634540,3507606634540,35,350760,,UNIMED DE BRAGANCA PAULISTA COOP DE TRABALHO MEDICO,UNIMED,,,M,,,M ,MUNICIPAL,4,5,12914500,RUA DR CANDIDO RODRIGUES,102,CENTRO,,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",1029782000154.0,,2143,1.0,1.0,1.0,1.0,1,1,4.0,NAO,0
6668143,3550306668143,35,355030,,AMICO SAUDE LTDA,HOSPITAL VITORIA ANALIA FRANCO,,,M,,,M ,MUNICIPAL,4,5,3340000,AVENIDA VEREADOR ABEL FERREIRA,S/N,JARDIM ANALIA FRANCO,(11) 3581-1100,-23.5580661,-46.5690743,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",51722957015880.0,sac@hospitalvitoria.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,120
6674585,3509506674585,35,350950,,INTERMEDICA SISTEMA DE SAUDE S A,HOSPITAL MEDICAMP INTERMEDICA,,,M,,,M ,MUNICIPAL,4,5,13073180,R CONEGO NERY,157,GUANABARA,19-35129655,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44649812019319.0,viviane.gigov@intermedica.com.br,2054,1.0,0.0,0.0,1.0,1,1,4.0,NAO,0
6680968,3532006680968,35,353200,45755238000165.0,PREFEITURA MUNICIPAL DA ESTANCIA CLIMATICA DE MORUNGABA,HOSPITAL MUNICIPAL SANTO ANTONIO,,,M,,,M ,MUNICIPAL,4,5,13262036,RUA ANDRE APARECIDO TOMAZINO,28,JARDIM ANA,(11) 4014-4624,-22.882133,-46.79134425,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,hospitalsantoantoniomorungaba@gmail.com,1244,0.0,0.0,0.0,1.0,1,1,,SIM,10
6719287,3552506719287,35,355250,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SUZANO,SANTA CASA DE SUZANO UNIDADE II,,,M,,,M ,MUNICIPAL,4,5,8673000,AV ARMANDO SALLES DE OLIVEIRA,240,CENTRO,11 47453950,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51261998000208.0,cpd2@santacasadesuzano.com.br,3999,1.0,0.0,0.0,1.0,1,1,4.0,NAO,0
6788122,3520506788122,35,352050,,EDUARDO PEREIRA DOS SANTOS SERVICOS MEDICOS LTDA EPP,INDAIATUBA DAY HOSPITAL,,,M,,,M ,MUNICIPAL,4,5,13331501,AVENIDA FABIO FERRAZ BICUDO,293,JARDIM ESPLANADA,,-23.087264,-47.226387,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10739462000189.0,,2062,1.0,0.0,0.0,1.0,1,1,,NAO,8
6817203,3509006817203,35,350900,51722957000182.0,AMICO SAUDE LTDA,HOSPITAL DE CLINICAS CAIEIRAS,,,M,,,M ,MUNICIPAL,4,5,7700210,AVENIDA PROFESSOR CARVALHO PINTO,53,CENTRO,(11) 4442 7400,-23.3621802,-46.7489212,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51722957013160.0,samanta.souza@amil.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,33
6817890,3541006817890,35,354100,,ASSOCIACAO HOSPITALAR CASA DE SAUDE DE SANTOS,ASSOCIACAO HOSPITALAR CASA DE SAUDE DE SANTOS UNID II,,,M,,,M ,MUNICIPAL,4,5,11705040,GILBERTO FOUAD BECK,150,MIRIM,13 32022516,-24.0351152,-46.4928055,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",18290268000251.0,contabilidade@hospitalcasadesaude.com.br,3999,1.0,0.0,0.0,1.0,1,1,,NAO,115
6846378,3501606846378,35,350160,,SAMAM SERVICO DE ASSISTENCIA MEDICA DE AMERICANA,HOSPITAL SAMAM,,,M,,,M ,MUNICIPAL,4,5,13465770,AV BRASIL,1110,CHACARA GIRASSOL,34710288,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45781648000180.0,gerencia@hospitalsamam.com.br,2062,1.0,0.0,0.0,1.0,1,1,6.0,NAO,0
6859852,3550306859852,35,355030,,NOTRE DAME INTERMEDICA SAUDE S A,HOSP SACRECOEUR,,,M,,,M ,MUNICIPAL,4,5,1309010,RUA ANTONIO CARLOS,122,CONSOLACAO,11 31709310,-23.548,-46.636,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44649812020406.0,THAISA.PEQUENO@INTERMEDICA .COM.BR,2054,1.0,1.0,1.0,1.0,1,1,10.0,NAO,0
6878687,3516406878687,35,351640,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL ESTADUAL DR ALBANO DA FRANCA ROCHA SOBRINHO,,,E,,,E ,ESTADUAL,4,5,7850901,AVENIDA DOS COQUEIROS,300,CENTRO,(11) 3336-8200,-23.3396328,-46.73062578,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500022325.0,diretoriatecnica.caism@cejam.org.br,1023,1.0,0.0,0.0,1.0,1,1,,SIM,144
6921795,3512306921795,35,351230,,FUNDACAO UNI,HOSPITAL DE CONCHAS,,,M,,,M ,MUNICIPAL,4,5,18570000,RUA ALEXANDRE JOSE,87,CENTRO,(14)38451916,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",2500002000256.0,cis@lonline.com.br,3069,1.0,1.0,1.0,1.0,1,1,4.0,SIM,0
6938361,3548806938361,35,354880,59307595000175.0,PREFEITURA MUNICIPAL DE SAO CAETANO DO SUL,HOSPITAL SAO CAETANO,,,M,,,M ,MUNICIPAL,3,5,9530700,RUA ESPIRITO SANTO,277,SANTO ANTONIO,(11) 4228-8959,-23.6188199,-46.5732233,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,0.0,0.0,0.0,0.0,1,1,10.0,SIM,0
6938876,3548706938876,35,354870,,NOTRE DAME INTERMEDICA SAUDE S A,HOSPITAL INTERMEDICA ABC,,,M,,,M ,MUNICIPAL,4,5,9613100,RUA AURELIA SALAZAR JORGE,303,RUDGE RAMOS,43661823,-23.66966061,-46.56570503,5,ATENDIMENTO COM TURNOS INTERMITENTES,44649812023936.0,maikon.tome@intermedica.com.br,2054,1.0,0.0,0.0,1.0,1,1,,NAO,83
6984649,3550306984649,35,355030,,REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA,BP HOSPITAL FILANTROPICO,,,M,,,M ,MUNICIPAL,4,5,3632040,RUA GENERAL SOCRATES,145,PENHA DE FRANCA,,-23.548,-46.636,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",61599908003173.0,,3999,1.0,1.0,0.0,1.0,0,1,10.0,SIM,0
6988938,3549906988938,35,354990,,REDE DOR SAO LUIZ S A,HOSPITAL VIVALLE,,,M,,,M ,MUNICIPAL,4,5,12244380,AVENIDA LINEU DE MOURA,995,URBANOVA,12 39244900,-23.19871925,-45.91642055,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",6047087003073.0,fernando.marco@vivalle.com.br,2046,1.0,1.0,1.0,1.0,1,1,,NAO,180
6998194,3550306998194,35,355030,46392130000380.0,PREFEITURA DO MUNICIPIO DE SAO PAULO,HOSP MUN SOROCABANA,,,M,,,M ,MUNICIPAL,4,5,5041001,RUA FAUSTOLO,1633,VILA ROMANA,52374000,-23.523701,-46.701312,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,chm.sorocabana.adm@saudedafamilia.org,1031,1.0,0.0,0.0,1.0,1,1,,SIM,55
6998704,3548506998704,35,354850,58200015000183.0,MUNICIPIO DE SANTOS,COMPLEXO HOSPITALAR DOS ESTIVADORES,,,M,,,M ,MUNICIPAL,4,5,11045001,AVENIDA CONSELHEIRO NEBIAS,401,ENCRUZILHADA,1332260640,-23.95154,-46.3221,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,1.0,1.0,1.0,1,1,,SIM,120
7013981,3518807013981,35,351880,,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED GUARULHOS UNIDADE II,,,M,,,M ,MUNICIPAL,4,5,7020010,EMILIO RIBAS,322,JARDIM TIJUCO,11 24638014,-23.46301013,-46.53291464,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",74466137000768.0,keullyn.costa@oitodedezembro.com.br,2143,1.0,1.0,1.0,1.0,1,1,10.0,NAO,0
7019661,3519077019661,35,351907,,HOSPITAL SAMARITANO HORTOLANDIA LTDA,HOSPITAL SAMARITANO,,,M,,,M ,MUNICIPAL,4,5,13186635,RUA OSVALDO DA SILVA,10,VILLAGIO GHIRALDELLI,1938095151,-22.88643542,-47.20142841,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",4193541000134.0,valeria@samaritanohortollandia.com.br,2062,1.0,1.0,0.0,1.0,1,1,,NAO,22
7044666,3509507044666,35,350950,,NOTRE DAME INTERMEDICA SAUDE S A,HOSPITAL RENASCENCA CAMPINAS,,,M,,,M ,MUNICIPAL,4,5,13020432,AV BARAO DE ITAPURA,1444,GUANABARA,19-37275202,-22.8921984,-47.06379669,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44649812019238.0,flavio.morisco@intermedica.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,33
7101090,3507607101090,35,350760,,C M A CENTRO MEDICO AVANCADO S S,HOSPITAL DE OLHOS BRAGANCA,,,M,,,M ,MUNICIPAL,4,5,12916330,RUA DO CAMPO,340,JARDIM SAO JOSE,2277-4111,-22.97511875,-46.53638234,3,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,15305059000165.0,,2062,1.0,0.0,0.0,1.0,1,0,,SIM,0
7124139,3529407124139,35,352940,,HOSPITAL VITALIDADE LTDA,HOSPITAL VITAL,,,M,,,M ,MUNICIPAL,4,5,9360540,RUA VICENTE ALETTO,31,VILA ASSIS BRASIL,1145125000,-23.68348915,-46.46029314,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",5434158000193.0,regiane@hospitalvital.com.br,2062,1.0,0.0,0.0,1.0,1,1,10.0,NAO,0
7134290,3509507134290,35,350950,,INSTITUTO PENIDO BURNIER SS LTDA,INSTITUTO PENIDO BURNIER,,,M,,,M ,MUNICIPAL,4,5,13013175,R DR MASCARENHAS,249,BOTAFOGO,32325866,-22.9036651,-47.07050117,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",46023149000197.0,penido@penidoburnier.com.br,2240,1.0,0.0,0.0,1.0,1,1,,NAO,18
7150938,3548707150938,35,354870,,HOSPITAL SAO BERNARDO S A,HOSPITAL SAO BERNARDO S A UNIDADE BAETA NEVES,,,M,,,M ,MUNICIPAL,4,5,9751000,AVENIDA PEREIRA BARRETO,846,BAETA NEVES,(11) 4122-6544,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",59105692000347.0,diretoria@hsb.com.br,2054,1.0,0.0,0.0,1.0,1,1,4.0,NAO,0
7159102,3550307159102,35,355030,,GREEN HILL SERVICOS MEDICOS SC LTDA,HOSPITAL GREEN HILL,,,M,,,M ,MUNICIPAL,4,5,4203050,RUA BOM PASTOR,905,IPIRANGA,11 45069888,-23.5843835,-46.6076443,3,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,58412669000170.0,andredewlee@gmail.com,2062,1.0,0.0,0.0,1.0,1,1,,NAO,12
7174446,3507607174446,35,350760,,MANTIQUEIRA SERVICOS DE SAUDE SOCIEDADE COOPERATIVA,MANTIQUEIRA SERVICOS DE SAUDE SOCIEDADE COOPERATIVA,,,M,,,M ,MUNICIPAL,4,5,12914500,RUA EUNICE FERRAZ FERNANDES,151,JD DO LAGO,,,,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",17024920000142.0,,2143,1.0,1.0,0.0,1.0,1,1,10.0,NAO,0
7174691,3550307174691,35,355030,,PREVENT SENIOR ATENDIMENTO A SAUDE LTDA,HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE,,,M,,,M ,MUNICIPAL,4,5,3119010,RUA TAMARATACA,127,MOOCA,40859057,-23.5642023,-46.5942212,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10934632001662.0,luciana.tamaoki@preventsenior.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,55
7174705,3550307174705,35,355030,,PREVENT SENIOR ATENDIMENTO A SAUDE LTDA,HOSPITAL SANCTA MAGGIORE,,,M,,,M ,MUNICIPAL,4,5,4506000,AVENIDA SANTO AMARO,22,VILA NOVA CONCEICAO,40859051,-23.5418703,-46.6505505,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10934632001409.0,luciana.tamaoki@preventsenior.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,98
7174713,3550307174713,35,355030,,PREVENT SENIOR ATENDIMENTO A SAUDE LTDA,HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE,,,M,,,M ,MUNICIPAL,4,5,3102010,RUA DA FIGUEIRA,831,MOOCA,40859057,-23.552317,-46.6248795,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10934632001743.0,luciana.tamaoki@preventsenior.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,98
7174721,3550307174721,35,355030,,PREVENT SENIOR ATENDIMENTO A SAUDE LTDA,HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE,,,M,,,M ,MUNICIPAL,4,5,1323001,RUA MAESTRO CARDIM,1137,BELA VISTA,3269 3200,-23.5603,-46.6399,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10934632000933.0,luciana.tamaoki@preventsenior.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,105
7210094,3512307210094,35,351230,46634119000117.0,PREFEITURA MUNICIPIPAL DE CONCHAS,HOSPITAL MUNICIPAL DE CONCHAS,,,M,,,M ,MUNICIPAL,4,5,18570047,ALEXANDRE JOSE,87,CENTRO,14 38458011,-23.0182,-48.01167,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,CONTABILIDADE2@CONCHAS.SP.GOV.BR,1244,1.0,1.0,1.0,1.0,1,1,,SIM,11
7252455,3550307252455,35,355030,,ASSOCIACAO EDUCACIONAL NOVE DE JULHO,HOSPITAL PROFESSORA LYDIA STOROPOLI,,,M,,,M ,MUNICIPAL,1,5,1504001,VERGUEIRO,235,LIBERDADE,11 33859122,-23.56414217,-46.63899829,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",43374768000480.0,pmarvulle@uninove.br,3999,0.0,0.0,0.0,0.0,0,1,,SIM,210
7261012,3513807261012,35,351380,,INNOVA HOSPITAIS ASSOCIADOS LTDA,INNOVA HOSPITAIS ASSOCIADOS LTDA,,,M,,,M ,MUNICIPAL,4,5,9911070,RUA SAO JORGE,98,CENTRO,11-2178-2266,-23.685687,-46.6260308,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",8729864000231.0,comercial@innovahospitais.com.br / administracao@hcgd.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,56
7320175,3550207320175,35,355020,60992427000145.0,BENEFICENCIA NIPO BRASILEIRA DE SAO PAULO,HOSPITAL SAO MIGUEL ARCANJO,,,M,,,M ,MUNICIPAL,4,5,18230067,TADASHI TAKENAKA,100,CENTRO,11 32746488,-23.8731704,-47.9998801,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60992427001893.0,contabilidade@enkyo.org.br,3999,1.0,0.0,0.0,1.0,1,1,,SIM,50
7347529,3549907347529,35,354990,,HOSPITAL ESPLANADA LTDA,HOSPITAL ESPLANADA TERREO,,,M,,,M ,MUNICIPAL,4,5,12242000,AVENIDA SAO JOAO,1522,JARDIM ESPLANADA,,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",14823235000198.0,hospitalesplanada@bol.com.br,2062,1.0,0.0,0.0,1.0,0,1,4.0,NAO,0
7349823,3552407349823,35,355240,,ESHO EMPRESA DE SERVICOS HOSPITALARES S A,HOSPITAL E MATERNIDADE SAINT VIVANT LTDA,,,M,,,M ,MUNICIPAL,4,5,13175540,RUA DOUTOR FRANCISCO QUEIROZ GUIMARAES,20,CHACARA BELA VISTA,(19) 31145000,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",29435005008537.0,credenciamento@saintvivant.com.br,2054,1.0,0.0,1.0,1.0,1,1,10.0,NAO,0
7357079,3550307357079,35,355030,,PREVENT SENIOR ATENDIMENTO A SAUDE LTDA,HOSPITAL SANCTA MAGGIORE,,,M,,,M ,MUNICIPAL,4,5,5411001,RUA CRISTIANO VIANA,890,PINHEIROS,40859195,-23.5554299,-46.6796969,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10934632002049.0,luciana.tamaoki@preventsenior.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,101
